Amanita	SH380322.07FU	SH104846.07FU	SH053318.07FU	SH015084.07FU	-18.766947|46.869107	58.595272|25.013607	37.09024|-95.712891	49.817492|15.472962	-40.900557|174.885971	53.41291|-8.24389	41.902916|12.453389
Amanita	SH399503.07FU	SH113552.07FU	SH059764.07FU	SH020305.07FU	15.870032|100.992541	35.86166|104.195397	23.634501|-102.552784	-1.831239|-78.183406	4.570868|-74.297333	51.919438|19.145136	18.109581|-77.297508
Amanita	SH399506.07FU	SH113554.07FU	SH059766.07FU	SH020305.07FU	36.204824|138.252924	64.963051|-19.020835	60.128161|18.643501	71.706936|-42.604303	18.109581|-77.297508	17.33083|145.38469	15.870032|100.992541
Amanita	SH320464.07FU	SH082305.07FU	SH038019.07FU	SH003268.07FU	28.394857|84.124008	37.09024|-95.712891	56.26392|9.501785	37.09024|-95.712891	15.199999|-86.241905	13.443182|-15.310139	13.794185|-88.89653
Amanita	SH320419.07FU	SH082305.07FU	SH038019.07FU	SH003268.07FU	35.86166|104.195397, 28.394857|84.124008	-18.766947|46.869107	37.09024|-95.712891	35.86166|104.195397	46.151241|14.995463	28.394857|84.124008	-0.803689|11.609444
Amanita	SH320466.07FU	SH082305.07FU	SH038019.07FU	SH003268.07FU	36.204824|138.252924	36.204824|138.252924	37.09024|-95.712891	36.204824|138.252924	3.919305|-56.027783	-15.376706|166.959158	23.424076|53.847818
Amanita	SH320428.07FU	SH082305.07FU	SH038019.07FU	SH003268.07FU	36.204824|138.252924, 35.907757|127.766922	37.09024|-95.712891	35.86166|104.195397	28.394857|84.124008	11.825138|42.590275	41.902916|12.453389	71.706936|-42.604303
Amanita	SH367482.07FU	SH100012.07FU	SH049956.07FU	SH012494.07FU	15.870032|100.992541	35.86166|104.195397	37.09024|-95.712891	37.09024|-95.712891	-26.522503|31.465866	12.238333|-1.561593	12.52111|-69.968338
Amanita	SH367481.07FU	SH100010.07FU	SH049956.07FU	SH012494.07FU	35.86166|104.195397	58.595272|25.013607	35.86166|104.195397	56.26392|9.501785	-35.675147|-71.542969	15.414999|-61.370976	56.26392|9.501785
Amanita	SH367483.07FU	SH100011.07FU	SH049956.07FU	SH012494.07FU	35.86166|104.195397	4.860416|-58.93018	35.86166|104.195397	35.907757|127.766922	6.611111|20.939444	15.199999|-86.241905	-11.202692|17.873887
Amanita	SH367485.07FU	SH100010.07FU	SH049956.07FU	SH012494.07FU	35.86166|104.195397	56.130366|-106.346771	36.204824|138.252924	36.204824|138.252924	38.963745|35.243322	18.735693|-70.162651	38.861034|71.276093
Amanita	SH367487.07FU	SH100011.07FU	SH049956.07FU	SH012494.07FU	35.86166|104.195397	35.86166|104.195397	-25.274398|133.775136	35.86166|104.195397	45.1|15.2	-18.665695|35.529562	18.971187|-72.285215
Amanita	SH367488.07FU	SH100014.07FU	SH049956.07FU	SH012494.07FU	35.86166|104.195397	37.09024|-95.712891	36.204824|138.252924	35.86166|104.195397	12.865416|-85.207229	-4.679574|55.491977	18.335765|-64.896335
Amanita	SH367489.07FU	SH100011.07FU	SH049956.07FU	SH012494.07FU	35.86166|104.195397	23.634501|-102.552784	56.130366|-106.346771	55.378051|-3.435973	31.354676|34.308825	0.18636|6.613081	45.1|15.2
Amanita	SH367486.07FU	SH100010.07FU	SH049956.07FU	SH012494.07FU	36.204824|138.252924	37.09024|-95.712891	36.204824|138.252924	-18.766947|46.869107	47.162494|19.503304	25.354826|51.183884	45.1|15.2
Amanita	SH448451.07FU	SH133636.07FU	SH074242.07FU	SH032133.07FU	41.87194|12.56738	37.09024|-95.712891	71.706936|-42.604303	35.86166|104.195397	23.885942|45.079162	-35.675147|-71.542969	18.971187|-72.285215
Amanita	SH448452.07FU	SH133636.07FU	SH074242.07FU	SH032133.07FU	41.87194|12.56738	-13.133897|27.849332	41.87194|12.56738	58.595272|25.013607	41.20438|74.766098	-9.64571|160.156194	-16.578193|179.414413
Amanita	SH448320.07FU	SH133636.07FU	SH074242.07FU	SH032133.07FU	41.87194|12.56738, 41.87194|12.56738	35.907757|127.766922	15.870032|100.992541	37.09024|-95.712891	7.539989|-5.54708	0.18636|6.613081	19.85627|102.495496
Amanita	SH448393.07FU	SH133636.07FU	SH074242.07FU	SH032133.07FU	51.165691|10.451526	-25.274398|133.775136	51.165691|10.451526	35.86166|104.195397	16.995971|-62.067641	26.3351|17.228331	-3.373056|29.918886
Amanita	SH448317.07FU	SH133636.07FU	SH074242.07FU	SH032133.07FU	58.595272|25.013607, 56.879635|24.603189, 58.595272|25.013607	-13.133897|27.849332	35.86166|104.195397	51.165691|10.451526	-6.314993|143.95555	-14.270972|-170.132217	-0.228021|15.827659
Amanita	SH402955.07FU	SH114947.07FU	SH060780.07FU	SH021150.07FU	12.565679|104.990963	-25.274398|133.775136	23.634501|-102.552784	37.09024|-95.712891	9.945587|-9.696645	13.794185|-88.89653	28.033886|1.659626
Amanita	SH402954.07FU	SH114947.07FU	SH060780.07FU	SH021150.07FU	15.870032|100.992541	61.52401|105.318756	37.09024|-95.712891	37.09024|-95.712891	13.443182|-15.310139	13.794185|-88.89653	42.733883|25.48583
Amanita	SH402956.07FU	SH114947.07FU	SH060780.07FU	SH021150.07FU	15.870032|100.992541	46.227638|2.213749	40.463667|-3.74922	51.165691|10.451526	13.193887|-59.543198	39.399872|-8.224454	-15.376706|166.959158
Amanita	SH402957.07FU	SH114947.07FU	SH060780.07FU	SH021150.07FU	15.870032|100.992541	36.204824|138.252924	4.570868|-74.297333	20.593684|78.96288	-6.369028|34.888822	37.09024|-95.712891	-3.370417|-168.734039
Amanita	SH402958.07FU	SH114947.07FU	SH060780.07FU	SH021150.07FU	28.394857|84.124008	23.634501|-102.552784	4.860416|-58.93018	58.595272|25.013607	16.002082|-24.013197	41.20438|74.766098	6.611111|20.939444
Amanita	SH448374.07FU	SH133634.07FU	SH074240.07FU	SH032131.07FU	-30.559482|22.937506	4.570868|-74.297333	35.86166|104.195397	35.907757|127.766922	-35.675147|-71.542969	14.058324|108.277199	-0.803689|11.609444
Amanita	SH448475.07FU	SH133697.07FU	SH074240.07FU	SH032131.07FU	-30.559482|22.937506	60.128161|18.643501	51.919438|19.145136	9.30769|2.315834	7.369722|12.354722	5.152149|46.199616	16.995971|-62.067641
Amanita	SH448306.07FU	SH133634.07FU	SH074240.07FU	SH032131.07FU	41.87194|12.56738, 55.378051|-3.435973, 58.595272|25.013607, 58.595272|25.013607, 58.595272|25.013607, 56.26392|9.501785	37.09024|-95.712891	35.86166|104.195397	23.634501|-102.552784	13.794185|-88.89653	12.52111|-69.968338	23.885942|45.079162
Amanita	SH448425.07FU	SH133634.07FU	SH074240.07FU	SH032131.07FU	46.227638|2.213749	40.463667|-3.74922	36.204824|138.252924	15.870032|100.992541	-7.109535|177.64933	-21.178986|-175.198242	-22.328474|24.684866
Amanita	SH448397.07FU	SH133634.07FU	SH074240.07FU	SH032131.07FU	51.165691|10.451526	23.634501|-102.552784	35.907757|127.766922	35.907757|127.766922	47.166|9.555373	-13.759029|-172.104629	61.52401|105.318756
Amanita	SH448350.07FU	SH133634.07FU	SH074240.07FU	SH032131.07FU	58.595272|25.013607	4.860416|-58.93018	56.130366|-106.346771	37.09024|-95.712891	31.046051|34.851612	-0.522778|166.931503	-6.369028|34.888822
Amanita	SH448465.07FU	SH133693.07FU	SH074283.07FU	SH032141.07FU	39.399872|-8.224454	35.86166|104.195397	35.86166|104.195397	-13.133897|27.849332	-21.236736|-159.777671	77.553604|23.670272	7.539989|-5.54708
Amanita	SH448376.07FU	SH133667.07FU	SH074265.07FU	SH032141.07FU	40.463667|-3.74922	56.130366|-106.346771	55.378051|-3.435973	23.634501|-102.552784	9.945587|-9.696645	31.791702|-7.09262	-40.900557|174.885971
Amanita	SH448473.07FU	SH133695.07FU	SH074285.07FU	SH032141.07FU	40.463667|-3.74922	51.165691|10.451526	37.09024|-95.712891	61.92411|25.748151	8.619543|0.824782	35.86166|104.195397	35.86166|104.195397
Amanita	SH402948.07FU	SH114950.07FU	SH060782.07FU	SH021152.07FU	15.870032|100.992541	56.130366|-106.346771	35.907757|127.766922	41.87194|12.56738	12.862807|30.217636	9.945587|-9.696645	-16.578193|179.414413
Amanita	SH402953.07FU	SH114951.07FU	SH060782.07FU	SH021152.07FU	35.86166|104.195397	56.130366|-106.346771	35.907757|127.766922	9.748917|-83.753428	56.879635|24.603189	50.503887|4.469936	45.1|15.2
Amanita	SH426620.07FU	SH125490.07FU	SH068404.07FU	SH027358.07FU	35.86166|104.195397	35.86166|104.195397	-25.274398|133.775136	28.394857|84.124008	12.262776|-61.604171	-29.609988|28.233608	64.963051|-19.020835
Amanita	SH426621.07FU	SH125491.07FU	SH068404.07FU	SH027358.07FU	36.204824|138.252924	58.595272|25.013607	35.907757|127.766922	58.595272|25.013607	11.825138|42.590275	-26.522503|31.465866	16.002082|-24.013197
Amanita	SH306602.07FU	SH076755.07FU	SH034088.07FU	SH000208.07FU	35.86166|104.195397	35.86166|104.195397	51.165691|10.451526	35.86166|104.195397	25.03428|-77.39628	-0.023559|37.906193	-0.803689|11.609444
Amanita	SH306603.07FU	SH076756.07FU	SH034088.07FU	SH000208.07FU	36.204824|138.252924	37.09024|-95.712891	58.595272|25.013607	35.86166|104.195397	1.373333|32.290275	56.879635|24.603189	46.818188|8.227512
Amanita	SH411480.07FU	SH118445.07FU	SH063271.07FU	SH023133.07FU	35.86166|104.195397	51.165691|10.451526	37.09024|-95.712891	15.870032|100.992541	-12.164165|96.870956	13.794185|-88.89653	56.879635|24.603189
Amanita	SH411503.07FU	SH118455.07FU	SH063271.07FU	SH023133.07FU	35.86166|104.195397	55.378051|-3.435973	61.92411|25.748151	61.52401|105.318756	42.546245|1.601554	49.214439|-2.13125	-17.679742|-149.406843
Amanita	SH411473.07FU	SH118441.07FU	SH063270.07FU	SH023133.07FU	55.378051|-3.435973, 58.595272|25.013607	56.26392|9.501785	58.595272|25.013607	4.570868|-74.297333	6.42375|-66.58973	-18.766947|46.869107	54.236107|-4.548056
Amanita	SH411506.07FU	SH118458.07FU	SH063284.07FU	SH023133.07FU	64.963051|-19.020835	61.52401|105.318756	60.128161|18.643501	37.09024|-95.712891	-19.015438|29.154857	12.52111|-69.968338	41.20438|74.766098
Amanita	SH402952.07FU	SH114948.07FU	SH060781.07FU	SH021151.07FU	-13.133897|27.849332	37.09024|-95.712891	23.634501|-102.552784	56.26392|9.501785	40.069099|45.038189	35.126413|33.429859	22.198745|113.543873
Amanita	SH402959.07FU	SH114948.07FU	SH060781.07FU	SH021151.07FU	-3.373056|29.918886	58.595272|25.013607	58.595272|25.013607	55.378051|-3.435973	55.378051|-3.435973	25.930414|50.637772	-25.274398|133.775136
Amanita	SH402951.07FU	SH114948.07FU	SH060781.07FU	SH021151.07FU	-3.373056|29.918886, -19.015438|29.154857	56.26392|9.501785	35.86166|104.195397	51.165691|10.451526	13.193887|-59.543198	4.210484|101.975766	60.472024|8.468946
Amanita	SH318742.07FU	SH081602.07FU	SH037488.07FU	SH002836.07FU	15.870032|100.992541	35.907757|127.766922	23.634501|-102.552784	56.879635|24.603189	51.165691|10.451526	4.570868|-74.297333	25.354826|51.183884
Amanita	SH318756.07FU	SH081602.07FU	SH037488.07FU	SH002836.07FU	15.870032|100.992541	37.09024|-95.712891	-13.133897|27.849332	35.907757|127.766922	33.223191|43.679291	42.733883|25.48583	13.794185|-88.89653
Amanita	SH318757.07FU	SH081602.07FU	SH037488.07FU	SH002836.07FU	15.870032|100.992541, 35.86166|104.195397	56.130366|-106.346771	56.26392|9.501785	35.86166|104.195397	35.937496|14.375416	47.162494|19.503304	9.748917|-83.753428
Amanita	SH318741.07FU	SH081602.07FU	SH037488.07FU	SH002836.07FU	35.86166|104.195397	-25.274398|133.775136	40.463667|-3.74922	37.09024|-95.712891	12.865416|-85.207229	51.919438|19.145136	7.946527|-1.023194
Amanita	SH318743.07FU	SH081602.07FU	SH037488.07FU	SH002836.07FU	35.86166|104.195397	55.378051|-3.435973	46.227638|2.213749	23.634501|-102.552784	17.570692|-3.996166	-13.759029|-172.104629	-30.559482|22.937506
Amanita	SH318754.07FU	SH081602.07FU	SH037488.07FU	SH002836.07FU	35.86166|104.195397	58.595272|25.013607	37.09024|-95.712891	56.130366|-106.346771	9.945587|-9.696645	17.060816|-61.796428	-16.290154|-63.588653
Amanita	SH318766.07FU	SH081602.07FU	SH037488.07FU	SH002836.07FU	35.86166|104.195397	37.09024|-95.712891	58.595272|25.013607	36.204824|138.252924	30.375321|69.345116	13.443182|-15.310139	60.472024|8.468946
Amanita	SH318767.07FU	SH081602.07FU	SH037488.07FU	SH002836.07FU	35.86166|104.195397	-25.274398|133.775136	40.463667|-3.74922	35.907757|127.766922	45.1|15.2	61.52401|105.318756	32.321384|-64.75737
Amanita	SH318811.07FU	SH081602.07FU	SH037488.07FU	SH002836.07FU	35.86166|104.195397	-25.274398|133.775136	37.09024|-95.712891	28.394857|84.124008	17.570692|-3.996166	51.165691|10.451526	40.069099|45.038189
Amanita	SH318763.07FU	SH081602.07FU	SH037488.07FU	SH002836.07FU	35.86166|104.195397	56.130366|-106.346771	40.463667|-3.74922	36.204824|138.252924	21.913965|95.956223	9.30769|2.315834	7.539989|-5.54708
Amanita	SH385011.07FU	SH106697.07FU	SH054681.07FU	SH016141.07FU	37.09024|-95.712891	37.09024|-95.712891	41.87194|12.56738	37.09024|-95.712891	4.570868|-74.297333	-1.940278|29.873888	-14.270972|-170.132217
Amanita	SH385014.07FU	SH106697.07FU	SH054681.07FU	SH016141.07FU	37.09024|-95.712891	37.09024|-95.712891	35.86166|104.195397	56.130366|-106.346771	46.862496|103.846656	-19.015438|29.154857	-13.133897|27.849332
Amanita	SH320456.07FU	SH082327.07FU	SH038036.07FU	SH003265.07FU	35.907757|127.766922	61.92411|25.748151	37.09024|-95.712891	-13.133897|27.849332	18.220833|-66.590149	18.220554|-63.068615	30.375321|69.345116
Amanita	SH320414.07FU	SH082302.07FU	SH038016.07FU	SH003265.07FU	36.204824|138.252924	36.204824|138.252924	56.130366|-106.346771	37.09024|-95.712891	9.748917|-83.753428	6.42375|-66.58973	-21.178986|-175.198242
Amanita	SH320421.07FU	SH082302.07FU	SH038016.07FU	SH003265.07FU	36.204824|138.252924	37.09024|-95.712891	35.86166|104.195397	36.204824|138.252924	17.570692|-3.996166	61.52401|105.318756	31.046051|34.851612
Amanita	SH320475.07FU	SH082302.07FU	SH038016.07FU	SH003265.07FU	36.204824|138.252924	46.227638|2.213749	47.162494|19.503304	15.870032|100.992541	35.937496|14.375416	11.825138|42.590275	13.909444|-60.978893
Amanita	SH320476.07FU	SH082302.07FU	SH038016.07FU	SH003265.07FU	36.204824|138.252924	36.204824|138.252924	51.165691|10.451526	-25.274398|133.775136	13.444304|144.793731	-12.8275|45.166244	52.132633|5.291266
Amanita	SH320477.07FU	SH082302.07FU	SH038016.07FU	SH003265.07FU	36.204824|138.252924	36.204824|138.252924	60.472024|8.468946	28.394857|84.124008	4.535277|114.727669	40.463667|-3.74922	47.516231|14.550072
Amanita	SH320486.07FU	SH082302.07FU	SH038016.07FU	SH003265.07FU	36.204824|138.252924	37.09024|-95.712891	9.30769|2.315834	36.204824|138.252924	-35.675147|-71.542969	42.602636|20.902977	-0.522778|166.931503
Amanita	SH320487.07FU	SH082302.07FU	SH038016.07FU	SH003265.07FU	36.204824|138.252924	37.09024|-95.712891	28.394857|84.124008	56.26392|9.501785	-51.796253|-59.523613	61.892635|-6.911806	4.210484|101.975766
Amanita	SH320488.07FU	SH082302.07FU	SH038016.07FU	SH003265.07FU	36.204824|138.252924	41.87194|12.56738	51.919438|19.145136	-40.900557|174.885971	12.226079|-69.060087	53.709807|27.953389	30.585164|36.238414
Amanita	SH320489.07FU	SH082302.07FU	SH038016.07FU	SH003265.07FU	36.204824|138.252924	23.634501|-102.552784	58.595272|25.013607	15.870032|100.992541	15.454166|18.732207	23.885942|45.079162	5.152149|46.199616
Amanita	SH320492.07FU	SH082302.07FU	SH038016.07FU	SH003265.07FU	36.204824|138.252924	36.204824|138.252924	51.165691|10.451526	36.204824|138.252924	49.465691|-2.585278	1.650801|10.267895	40.339852|127.510093
Amanita	SH320496.07FU	SH082302.07FU	SH038016.07FU	SH003265.07FU	36.204824|138.252924	37.09024|-95.712891	4.570868|-74.297333	9.748917|-83.753428	16.995971|-62.067641	0.18636|6.613081	12.879721|121.774017
Amanita	SH320468.07FU	SH082312.07FU	SH038025.07FU	SH003266.07FU	23.634501|-102.552784	58.595272|25.013607	37.09024|-95.712891	37.09024|-95.712891	14.641528|-61.024174	21.694025|-71.797928	-18.766947|46.869107
Amanita	SH320589.07FU	SH082343.07FU	SH038050.07FU	SH003266.07FU	35.86166|104.195397	56.130366|-106.346771	-18.766947|46.869107	51.165691|10.451526	46.818188|8.227512	-0.789275|113.921327	8.619543|0.824782
Amanita	SH320459.07FU	SH082312.07FU	SH038025.07FU	SH003266.07FU	37.09024|-95.712891	37.09024|-95.712891	35.86166|104.195397	37.09024|-95.712891	-18.766947|46.869107	25.354826|51.183884	17.33083|145.38469
Amanita	SH320504.07FU	SH082312.07FU	SH038025.07FU	SH003266.07FU	37.09024|-95.712891	37.09024|-95.712891	-0.803689|11.609444	-18.766947|46.869107	26.820553|30.802498	48.019573|66.923684	29.31166|47.481766
Amanita	SH320505.07FU	SH082304.07FU	SH038017.07FU	SH003266.07FU	37.09024|-95.712891	15.870032|100.992541	37.09024|-95.712891	46.227638|2.213749	47.166|9.555373	64.963051|-19.020835	12.862807|30.217636
Amanita	SH320507.07FU	SH082304.07FU	SH038017.07FU	SH003266.07FU	37.09024|-95.712891	56.130366|-106.346771	56.130366|-106.346771	-25.274398|133.775136	39.074208|21.824312	16.742498|-62.187366	43.94236|12.457777
Amanita	SH320508.07FU	SH082304.07FU	SH038017.07FU	SH003266.07FU	37.09024|-95.712891	37.09024|-95.712891	36.204824|138.252924	37.09024|-95.712891	-0.023559|37.906193	64.963051|-19.020835	42.546245|1.601554
Amanita	SH320408.07FU	SH082304.07FU	SH038017.07FU	SH003266.07FU	37.09024|-95.712891, 37.09024|-95.712891	35.86166|104.195397	60.128161|18.643501	37.09024|-95.712891	6.428055|-9.429499	-16.290154|-63.588653	12.226079|-69.060087
Amanita	SH320473.07FU	SH082304.07FU	SH038017.07FU	SH003266.07FU	56.130366|-106.346771	56.130366|-106.346771	15.870032|100.992541	23.634501|-102.552784	18.220833|-66.590149	15.199999|-86.241905	47.411631|28.369885
Amanita	SH431130.07FU	SH127230.07FU	SH069663.07FU	SH028399.07FU	37.09024|-95.712891	23.634501|-102.552784	58.595272|25.013607	58.595272|25.013607	-10.447525|105.690449	-4.038333|21.758664	15.199999|-86.241905
Amanita	SH431131.07FU	SH127229.07FU	SH069662.07FU	SH028399.07FU	37.09024|-95.712891	56.130366|-106.346771	36.204824|138.252924	-19.015438|29.154857	25.03428|-77.39628	-22.328474|24.684866	-3.373056|29.918886
Amanita	SH431132.07FU	SH127229.07FU	SH069662.07FU	SH028399.07FU	37.09024|-95.712891	58.595272|25.013607	-25.274398|133.775136	55.378051|-3.435973	-8.967363|-171.855881	17.060816|-61.796428	3.933889|-53.125782
Amanita	SH431133.07FU	SH127229.07FU	SH069662.07FU	SH028399.07FU	37.09024|-95.712891	56.130366|-106.346771	-18.766947|46.869107	37.09024|-95.712891	49.214439|-2.13125	28.394857|84.124008	18.971187|-72.285215
Amanita	SH431134.07FU	SH127229.07FU	SH069662.07FU	SH028399.07FU	37.09024|-95.712891	60.128161|18.643501	37.09024|-95.712891	56.130366|-106.346771	47.516231|14.550072	40.143105|47.576927	4.210484|101.975766
Amanita	SH448319.07FU	SH133652.07FU	SH074255.07FU	SH032142.07FU	23.634501|-102.552784	35.86166|104.195397	56.130366|-106.346771	36.204824|138.252924	25.03428|-77.39628	9.945587|-9.696645	1.352083|103.819836
Amanita	SH448468.07FU	SH133694.07FU	SH074284.07FU	SH032142.07FU	35.86166|104.195397	35.86166|104.195397	-19.015438|29.154857	-25.274398|133.775136	-4.679574|55.491977	47.162494|19.503304	38.861034|71.276093
Amanita	SH448453.07FU	SH133631.07FU	SH074237.07FU	SH032130.07FU	37.09024|-95.712891	60.128161|18.643501	49.817492|15.472962	35.86166|104.195397	-3.373056|29.918886	41.902916|12.453389	12.238333|-1.561593
Amanita	SH448469.07FU	SH133631.07FU	SH074237.07FU	SH032130.07FU	37.09024|-95.712891	41.87194|12.56738	37.09024|-95.712891	36.204824|138.252924	4.535277|114.727669	42.546245|1.601554	-14.270972|-170.132217
Amanita	SH448435.07FU	SH133631.07FU	SH074237.07FU	SH032130.07FU	56.130366|-106.346771	35.907757|127.766922	35.907757|127.766922	37.09024|-95.712891	40.339852|127.510093	13.444304|144.793731	39.074208|21.824312
Amanita	SH448300.07FU	SH133631.07FU	SH074237.07FU	SH032130.07FU	56.130366|-106.346771, 37.09024|-95.712891, 56.130366|-106.346771, 37.09024|-95.712891, 56.130366|-106.346771, 37.09024|-95.712891	-25.274398|133.775136	58.595272|25.013607	61.52401|105.318756	-0.023559|37.906193	-4.679574|55.491977	61.52401|105.318756
Amanita	SH441369.07FU	SH131142.07FU	SH072492.07FU	SH030783.07FU	15.870032|100.992541	51.165691|10.451526	-25.274398|133.775136	36.204824|138.252924	25.03428|-77.39628	-3.370417|-168.734039	41.153332|20.168331
Amanita	SH441370.07FU	SH131143.07FU	SH072492.07FU	SH030783.07FU	15.870032|100.992541	15.870032|100.992541	35.86166|104.195397	37.09024|-95.712891	21.913965|95.956223	-7.109535|177.64933	49.214439|-2.13125
Amanita	SH441371.07FU	SH131144.07FU	SH072492.07FU	SH030783.07FU	20.593684|78.96288	-40.900557|174.885971	-13.133897|27.849332	35.907757|127.766922	23.684994|90.356331	46.227638|2.213749	-9.64571|160.156194
Amanita	SH448351.07FU	SH133662.07FU	SH074253.07FU	SH032144.07FU	35.86166|104.195397	37.09024|-95.712891	37.09024|-95.712891	35.86166|104.195397	43.750298|7.412841	26.3351|17.228331	4.210484|101.975766
Amanita	SH448422.07FU	SH133680.07FU	SH074253.07FU	SH032144.07FU	35.86166|104.195397	37.09024|-95.712891	32.427908|53.688046	35.907757|127.766922	41.377491|64.585262	31.046051|34.851612	42.602636|20.902977
Amanita	SH362077.07FU	SH097653.07FU	SH048290.07FU	SH011127.07FU	40.463667|-3.74922	35.86166|104.195397	15.870032|100.992541	-25.274398|133.775136	49.214439|-2.13125	18.220554|-63.068615	15.870032|100.992541
Amanita	SH362078.07FU	SH097653.07FU	SH048290.07FU	SH011127.07FU	40.463667|-3.74922	35.86166|104.195397	58.595272|25.013607	15.870032|100.992541	-0.522778|166.931503	-3.370417|-168.734039	17.060816|-61.796428
Amanita	SH362079.07FU	SH097653.07FU	SH048290.07FU	SH011127.07FU	40.463667|-3.74922	55.378051|-3.435973	55.378051|-3.435973	37.09024|-95.712891	-7.109535|177.64933	43.94236|12.457777	-18.766947|46.869107
Amanita	SH371390.07FU	SH101640.07FU	SH051112.07FU	SH013410.07FU	35.86166|104.195397	51.165691|10.451526	61.92411|25.748151	41.87194|12.56738	46.862496|103.846656	12.865416|-85.207229	15.179384|39.782334
Amanita	SH371420.07FU	SH101646.07FU	SH051117.07FU	SH013410.07FU	61.52401|105.318756	35.86166|104.195397	30.375321|69.345116	35.907757|127.766922	41.902916|12.453389	35.907757|127.766922	12.879721|121.774017
Amanita	SH402949.07FU	SH114949.07FU	SH060783.07FU	SH021153.07FU	15.870032|100.992541	58.595272|25.013607	37.09024|-95.712891	-25.274398|133.775136	49.214439|-2.13125	21.913965|95.956223	22.198745|113.543873
Amanita	SH402950.07FU	SH114949.07FU	SH060783.07FU	SH021153.07FU	15.870032|100.992541	-25.274398|133.775136	35.907757|127.766922	35.86166|104.195397	46.818188|8.227512	15.454166|18.732207	25.03428|-77.39628
Amanita	SH387050.07FU	SH107710.07FU	SH055458.07FU	SH016768.07FU	20.593684|78.96288	37.09024|-95.712891	51.919438|19.145136	9.748917|-83.753428	-13.254308|34.301525	34.802075|38.996815	9.145|40.489673
Amanita	SH387034.07FU	SH107706.07FU	SH055454.07FU	SH016768.07FU	23.634501|-102.552784	36.204824|138.252924	23.634501|-102.552784	56.130366|-106.346771	17.357822|-62.782998	17.060816|-61.796428	-1.831239|-78.183406
Amanita	SH387046.07FU	SH107719.07FU	SH055454.07FU	SH016768.07FU	23.634501|-102.552784	61.52401|105.318756	37.09024|-95.712891	56.130366|-106.346771	18.220554|-63.068615	42.733883|25.48583	17.607789|8.081666
Amanita	SH387053.07FU	SH107720.07FU	SH055454.07FU	SH016768.07FU	23.634501|-102.552784	35.86166|104.195397	46.227638|2.213749	-25.274398|133.775136	54.236107|-4.548056	43.915886|17.679076	-16.578193|179.414413
Amanita	SH387054.07FU	SH107706.07FU	SH055454.07FU	SH016768.07FU	23.634501|-102.552784	35.86166|104.195397	37.09024|-95.712891	36.204824|138.252924	9.30769|2.315834	15.199999|-86.241905	43.94236|12.457777
Amanita	SH387056.07FU	SH107721.07FU	SH055454.07FU	SH016768.07FU	23.634501|-102.552784	35.86166|104.195397	58.595272|25.013607	35.86166|104.195397	31.046051|34.851612	-1.831239|-78.183406	18.735693|-70.162651
Amanita	SH387065.07FU	SH107706.07FU	SH055454.07FU	SH016768.07FU	23.634501|-102.552784	36.204824|138.252924	51.165691|10.451526	35.86166|104.195397	33.93911|67.709953	-7.109535|177.64933	42.546245|1.601554
Amanita	SH387041.07FU	SH107710.07FU	SH055458.07FU	SH016768.07FU	30.375321|69.345116	36.204824|138.252924	35.86166|104.195397	35.907757|127.766922	25.930414|50.637772	21.00789|-10.940835	7.946527|-1.023194
Amanita	SH387052.07FU	SH107710.07FU	SH055458.07FU	SH016768.07FU	30.375321|69.345116	37.09024|-95.712891	35.907757|127.766922	23.634501|-102.552784	23.424076|53.847818	35.86166|104.195397	21.00789|-10.940835
Amanita	SH387057.07FU	SH107710.07FU	SH055458.07FU	SH016768.07FU	30.375321|69.345116	15.870032|100.992541	4.860416|-58.93018	37.09024|-95.712891	35.126413|33.429859	18.335765|-64.896335	21.521757|-77.781167
Amanita	SH387055.07FU	SH107707.07FU	SH055454.07FU	SH016768.07FU	37.09024|-95.712891	58.595272|25.013607	23.634501|-102.552784	35.907757|127.766922	29.31166|47.481766	48.669026|19.699024	-11.202692|17.873887
Amanita	SH387058.07FU	SH107708.07FU	SH055457.07FU	SH016768.07FU	37.09024|-95.712891	7.369722|12.354722	58.595272|25.013607	37.09024|-95.712891	58.595272|25.013607	25.930414|50.637772	58.595272|25.013607
Amanita	SH387059.07FU	SH107722.07FU	SH055454.07FU	SH016768.07FU	37.09024|-95.712891	35.907757|127.766922	-25.274398|133.775136	35.86166|104.195397	15.552727|48.516388	7.539989|-5.54708	-18.665695|35.529562
Amanita	SH387062.07FU	SH107707.07FU	SH055454.07FU	SH016768.07FU	37.09024|-95.712891	37.09024|-95.712891	-25.274398|133.775136	58.595272|25.013607	18.220554|-63.068615	18.220833|-66.590149	8.619543|0.824782
Amanita	SH387064.07FU	SH107707.07FU	SH055454.07FU	SH016768.07FU	37.09024|-95.712891	35.86166|104.195397	37.09024|-95.712891	35.907757|127.766922	18.109581|-77.297508	1.373333|32.290275	51.165691|10.451526
Amanita	SH387070.07FU	SH107707.07FU	SH055454.07FU	SH016768.07FU	37.09024|-95.712891	37.09024|-95.712891	37.09024|-95.712891	56.130366|-106.346771	7.51498|134.58252	-21.178986|-175.198242	-29.040835|167.954712
Amanita	SH387079.07FU	SH107707.07FU	SH055454.07FU	SH016768.07FU	37.09024|-95.712891	35.86166|104.195397	35.86166|104.195397	35.86166|104.195397	50.503887|4.469936	8.619543|0.824782	5.152149|46.199616
